1.000000000	0.258245098	0.443832654	0.225546086	0.443832654	0.387634533	0.443832654	0.338552222	0.044429743	0.443832654	0.000765191	0.443832654	0.443832654	0.172044864	0.172044864	0.443832654	0.387634533	0.258245098	0.007643909	0.150260531	0.338552222	0.387634533	0.066690530	0.172044864	0.443832654	0.443832654	0.387634533	0.150260531	0.005092431	0.387634533	0.196987425	0.000339617	0.225546086	0.087429452	0.443832654	0.007643909	0.443832654	0.172044864	0.050871037	0.038804046	0.443832654	0.387634533	0.225546086	0.443832654	0.225546086	0.295684717	0.443832654	0.443832654	0.443832654	0.387634533	0.295684717	0.338552222	0.225546086	0.225546086	0.196987425	0.258245098	0.258245098	0.131234533	0.258245098	0.387634533	0.443832654	0.443832654	0.196987425	0.443832654	0.443832654	0.196987425	0.038804046	0.225546086	0.100104718	0.087429452	0.058246171	0.295684717	0.295684717	0.225546086	0.258245098	0.443832654	0.443832654	0.087429452	0.225546086	0.196987425	0.114617607	0.443832654	0.172044864	0.295684717	0.172044864	0.443832654	0.114617607	0.225546086
0.258245098	1.000000000	0.443832654	0.225546086	0.443832654	0.387634533	0.443832654	0.338552222	0.044429743	0.443832654	0.000765191	0.443832654	0.443832654	0.172044864	0.172044864	0.443832654	0.387634533	0.258245098	0.007643909	0.150260531	0.338552222	0.387634533	0.066690530	0.172044864	0.443832654	0.443832654	0.387634533	0.150260531	0.005092431	0.387634533	0.196987425	0.000339617	0.225546086	0.087429452	0.443832654	0.007643909	0.443832654	0.172044864	0.050871037	0.038804046	0.443832654	0.387634533	0.225546086	0.443832654	0.225546086	0.295684717	0.443832654	0.443832654	0.443832654	0.387634533	0.295684717	0.338552222	0.225546086	0.225546086	0.196987425	0.258245098	0.258245098	0.131234533	0.258245098	0.387634533	0.443832654	0.443832654	0.196987425	0.443832654	0.443832654	0.196987425	0.038804046	0.225546086	0.100104718	0.087429452	0.058246171	0.295684717	0.295684717	0.225546086	0.258245098	0.443832654	0.443832654	0.087429452	0.225546086	0.196987425	0.114617607	0.443832654	0.172044864	0.295684717	0.172044864	0.443832654	0.114617607	0.225546086
0.443832654	0.443832654	1.000000000	0.387634533	0.762792505	0.666207666	0.762792505	0.581852406	0.076359129	0.762792505	0.001315095	0.762792505	0.762792505	0.295684717	0.295684717	0.762792505	0.666207666	0.443832654	0.013137196	0.258245098	0.581852406	0.666207666	0.114617607	0.295684717	0.762792505	0.762792505	0.666207666	0.258245098	0.008752101	0.666207666	0.338552222	0.000583682	0.387634533	0.150260531	0.762792505	0.013137196	0.762792505	0.295684717	0.087429452	0.066690530	0.762792505	0.666207666	0.387634533	0.762792505	0.387634533	0.508178215	0.762792505	0.762792505	0.762792505	0.666207666	0.508178215	0.581852406	0.387634533	0.387634533	0.338552222	0.443832654	0.443832654	0.225546086	0.443832654	0.666207666	0.762792505	0.762792505	0.338552222	0.762792505	0.762792505	0.338552222	0.066690530	0.387634533	0.172044864	0.150260531	0.100104718	0.508178215	0.508178215	0.387634533	0.443832654	0.762792505	0.762792505	0.150260531	0.387634533	0.338552222	0.196987425	0.762792505	0.295684717	0.508178215	0.295684717	0.762792505	0.196987425	0.387634533
0.225546086	0.225546086	0.387634533	1.000000000	0.387634533	0.338552222	0.387634533	0.295684717	0.038804046	0.387634533	0.000668303	0.387634533	0.387634533	0.150260531	0.150260531	0.387634533	0.338552222	0.225546086	0.006676037	0.131234533	0.295684717	0.338552222	0.058246171	0.150260531	0.387634533	0.387634533	0.338552222	0.172044864	0.004447627	0.338552222	0.172044864	0.000296615	0.196987425	0.076359129	0.387634533	0.006676037	0.387634533	0.150260531	0.044429743	0.033890675	0.387634533	0.338552222	0.196987425	0.387634533	0.196987425	0.258245098	0.387634533	0.387634533	0.387634533	0.338552222	0.258245098	0.295684717	0.196987425	0.196987425	0.172044864	0.225546086	0.225546086	0.114617607	0.225546086	0.338552222	0.387634533	0.387634533	0.172044864	0.387634533	0.387634533	0.172044864	0.033890675	0.196987425	0.087429452	0.076359129	0.050871037	0.258245098	0.258245098	0.196987425	0.225546086	0.387634533	0.387634533	0.076359129	0.196987425	0.172044864	0.100104718	0.387634533	0.150260531	0.258245098	0.150260531	0.387634533	0.100104718	0.196987425
0.443832654	0.443832654	0.762792505	0.387634533	1.000000000	0.666207666	0.762792505	0.581852406	0.076359129	0.762792505	0.001315095	0.762792505	0.762792505	0.295684717	0.295684717	0.762792505	0.666207666	0.443832654	0.017222503	0.258245098	0.581852406	0.666207666	0.114617607	0.295684717	0.762792505	0.762792505	0.666207666	0.258245098	0.008752101	0.666207666	0.338552222	0.000765191	0.387634533	0.196987425	0.762792505	0.013137196	0.762792505	0.295684717	0.087429452	0.087429452	0.762792505	0.666207666	0.387634533	0.762792505	0.387634533	0.508178215	0.762792505	0.762792505	0.762792505	0.666207666	0.508178215	0.581852406	0.387634533	0.387634533	0.338552222	0.443832654	0.443832654	0.225546086	0.443832654	0.666207666	0.762792505	0.762792505	0.338552222	0.762792505	0.762792505	0.338552222	0.066690530	0.387634533	0.172044864	0.196987425	0.100104718	0.508178215	0.508178215	0.387634533	0.443832654	0.762792505	0.762792505	0.150260531	0.387634533	0.338552222	0.196987425	0.762792505	0.295684717	0.508178215	0.295684717	0.762792505	0.196987425	0.387634533
0.387634533	0.387634533	0.666207666	0.338552222	0.666207666	1.000000000	0.873379932	0.508178215	0.066690530	0.666207666	0.001148578	0.666207666	0.666207666	0.258245098	0.258245098	0.666207666	0.581852406	0.387634533	0.011473763	0.225546086	0.508178215	0.581852406	0.100104718	0.258245098	0.666207666	0.666207666	0.581852406	0.225546086	0.007643909	0.581852406	0.295684717	0.000509776	0.338552222	0.131234533	0.666207666	0.011473763	0.666207666	0.258245098	0.076359129	0.058246171	0.666207666	0.581852406	0.338552222	0.666207666	0.338552222	0.443832654	0.666207666	0.666207666	0.666207666	0.581852406	0.443832654	0.508178215	0.338552222	0.338552222	0.295684717	0.387634533	0.387634533	0.196987425	0.387634533	0.581852406	0.666207666	0.666207666	0.295684717	0.666207666	0.666207666	0.295684717	0.058246171	0.338552222	0.150260531	0.131234533	0.087429452	0.443832654	0.443832654	0.338552222	0.387634533	0.666207666	0.666207666	0.131234533	0.338552222	0.295684717	0.172044864	0.666207666	0.258245098	0.443832654	0.258245098	0.666207666	0.172044864	0.338552222
0.443832654	0.443832654	0.762792505	0.387634533	0.762792505	0.873379932	1.000000000	0.581852406	0.076359129	0.762792505	0.001315095	0.762792505	0.762792505	0.295684717	0.295684717	0.762792505	0.666207666	0.443832654	0.013137196	0.258245098	0.581852406	0.666207666	0.114617607	0.295684717	0.762792505	0.762792505	0.666207666	0.258245098	0.008752101	0.666207666	0.338552222	0.000583682	0.387634533	0.150260531	0.762792505	0.013137196	0.762792505	0.295684717	0.087429452	0.066690530	0.762792505	0.666207666	0.387634533	0.762792505	0.387634533	0.508178215	0.762792505	0.762792505	0.762792505	0.666207666	0.508178215	0.581852406	0.387634533	0.387634533	0.338552222	0.443832654	0.443832654	0.225546086	0.443832654	0.666207666	0.762792505	0.762792505	0.338552222	0.762792505	0.762792505	0.338552222	0.066690530	0.387634533	0.172044864	0.150260531	0.100104718	0.508178215	0.508178215	0.387634533	0.443832654	0.762792505	0.762792505	0.150260531	0.387634533	0.338552222	0.196987425	0.762792505	0.295684717	0.508178215	0.295684717	0.762792505	0.196987425	0.387634533
0.338552222	0.338552222	0.581852406	0.295684717	0.581852406	0.508178215	0.581852406	1.000000000	0.058246171	0.581852406	0.001003145	0.581852406	0.581852406	0.225546086	0.225546086	0.581852406	0.508178215	0.338552222	0.010020955	0.196987425	0.443832654	0.508178215	0.087429452	0.225546086	0.581852406	0.581852406	0.508178215	0.196987425	0.006676037	0.508178215	0.258245098	0.000445228	0.295684717	0.114617607	0.581852406	0.010020955	0.581852406	0.225546086	0.066690530	0.050871037	0.581852406	0.508178215	0.295684717	0.581852406	0.295684717	0.387634533	0.581852406	0.581852406	0.581852406	0.508178215	0.387634533	0.443832654	0.295684717	0.295684717	0.258245098	0.338552222	0.338552222	0.172044864	0.338552222	0.508178215	0.581852406	0.581852406	0.258245098	0.581852406	0.581852406	0.258245098	0.050871037	0.295684717	0.131234533	0.114617607	0.076359129	0.387634533	0.387634533	0.295684717	0.338552222	0.581852406	0.581852406	0.114617607	0.295684717	0.258245098	0.150260531	0.581852406	0.225546086	0.387634533	0.225546086	0.581852406	0.150260531	0.295684717
0.044429743	0.044429743	0.076359129	0.038804046	0.076359129	0.066690530	0.076359129	0.058246171	1.000000000	0.100104718	0.000172586	0.076359129	0.076359129	0.029599435	0.029599435	0.076359129	0.066690530	0.044429743	0.002260187	0.025851553	0.058246171	0.087429452	0.011473763	0.029599435	0.076359129	0.076359129	0.066690530	0.025851553	0.001148578	0.066690530	0.033890675	0.000076599	0.038804046	0.015041788	0.076359129	0.001315095	0.076359129	0.029599435	0.008752101	0.011473763	0.076359129	0.066690530	0.038804046	0.076359129	0.038804046	0.050871037	0.076359129	0.076359129	0.100104718	0.066690530	0.050871037	0.076359129	0.038804046	0.050871037	0.033890675	0.044429743	0.044429743	0.022578227	0.044429743	0.066690530	0.076359129	0.076359129	0.044429743	0.076359129	0.076359129	0.033890675	0.006676037	0.038804046	0.017222503	0.015041788	0.010020955	0.066690530	0.050871037	0.038804046	0.044429743	0.100104718	0.076359129	0.015041788	0.038804046	0.033890675	0.019719371	0.076359129	0.029599435	0.050871037	0.029599435	0.076359129	0.019719371	0.038804046
0.443832654	0.443832654	0.762792505	0.387634533	0.762792505	0.666207666	0.762792505	0.581852406	0.100104718	1.000000000	0.001724054	0.762792505	0.762792505	0.295684717	0.295684717	0.762792505	0.666207666	0.443832654	0.017222503	0.258245098	0.581852406	0.873379932	0.114617607	0.295684717	0.762792505	0.762792505	0.666207666	0.258245098	0.008752101	0.666207666	0.338552222	0.000765191	0.387634533	0.150260531	0.762792505	0.013137196	0.762792505	0.295684717	0.087429452	0.087429452	0.762792505	0.666207666	0.387634533	0.762792505	0.387634533	0.508178215	0.762792505	0.762792505	1.000000000	0.666207666	0.508178215	0.581852406	0.387634533	0.387634533	0.338552222	0.443832654	0.443832654	0.225546086	0.443832654	0.666207666	0.762792505	0.762792505	0.443832654	0.762792505	0.762792505	0.338552222	0.066690530	0.387634533	0.172044864	0.150260531	0.100104718	0.666207666	0.508178215	0.387634533	0.443832654	1.000000000	0.762792505	0.150260531	0.387634533	0.338552222	0.196987425	0.762792505	0.295684717	0.508178215	0.295684717	0.762792505	0.196987425	0.387634533
